received_at,dev_eui,device_name,application_id,f_port,f_cnt,temperature,humidity,battery,eco2,tvoc,rssi,snr,gateway_id
﻿id,received_at,dev_eui,device_name,temperature,humidity,battery,eco2,tvoc,rssi,snr,gateway_id
767,2026-05-01T16:26:10.037656000+00:00,dc87888964b32cea,Node1,35.57,75.03,3.686,0.0,0.0,-71,4.72,0016c001f156c3ab
2767,2026-05-01T16:25:36.470728000+00:00,dc87888964b32cec,AirNode2,15.1,45.85,3.81,1413.8,431.4,-66,5.81,0016c001f156c3ac
1767,2026-05-01T16:25:33.454310000+00:00,dc87888964b32ceb,AirNode1,36.7,43.36,3.798,424.9,0.0,-69,6.62,0016c001f156c3ad
1766,2026-05-01T16:21:56.674963000+00:00,dc87888964b32ceb,AirNode1,36.07,41.17,3.798,438.3,3.8,-75,5.72,0016c001f156c3ad
2766,2026-05-01T16:21:27.009757000+00:00,dc87888964b32cec,AirNode2,16.02,47.21,3.81,1411.2,415.2,-74,6.97,0016c001f156c3ad
766,2026-05-01T16:21:06.385923000+00:00,dc87888964b32cea,Node1,34.86,75.26,3.686,0.0,0.0,-70,5.44,0016c001f156c3ab
2765,2026-05-01T16:17:17.174874000+00:00,dc87888964b32cec,AirNode2,16.74,46.98,3.81,1413.3,408.2,-77,6.97,0016c001f156c3ad
765,2026-05-01T16:17:09.155366000+00:00,dc87888964b32cea,Node1,35.4,74.72,3.686,0.0,0.0,-75,6.54,0016c001f156c3ab
1765,2026-05-01T16:16:55.148834000+00:00,dc87888964b32ceb,AirNode1,35.83,40.87,3.798,473.4,0.0,-75,5.69,0016c001f156c3ab
2764,2026-05-01T16:13:24.876795000+00:00,dc87888964b32cec,AirNode2,16.45,47.19,3.81,1386.4,393.8,-79,6.74,0016c001f156c3ac
1764,2026-05-01T16:12:54.232364000+00:00,dc87888964b32ceb,AirNode1,35.96,39.6,3.798,487.4,5.5,-77,4.86,0016c001f156c3ad
764,2026-05-01T16:12:43.652880000+00:00,dc87888964b32cea,Node1,35.47,74.9,3.687,0.0,0.0,-80,6.41,0016c001f156c3ad
1763,2026-05-01T16:09:03.317156000+00:00,dc87888964b32ceb,AirNode1,35.95,39.19,3.798,521.2,0.0,-62,9.74,0016c001f156c3ad
763,2026-05-01T16:08:46.829056000+00:00,dc87888964b32cea,Node1,35.33,75.71,3.687,0.0,0.0,-78,4.53,0016c001f156c3ab
2763,2026-05-01T16:08:43.688385000+00:00,dc87888964b32cec,AirNode2,16.46,47.93,3.811,1371.8,383.5,-79,7.53,0016c001f156c3ac
762,2026-05-01T16:04:43.370422000+00:00,dc87888964b32cea,Node1,35.09,73.91,3.687,0.0,0.0,-75,6.54,0016c001f156c3ad
1762,2026-05-01T16:04:33.687467000+00:00,dc87888964b32ceb,AirNode1,36.15,39.88,3.798,514.0,15.6,-74,7.84,0016c001f156c3ac
2762,2026-05-01T16:04:28.138763000+00:00,dc87888964b32cec,AirNode2,15.8,47.16,3.811,1370.0,386.0,-75,6.77,0016c001f156c3ab
1761,2026-05-01T16:00:12.926242000+00:00,dc87888964b32ceb,AirNode1,36.17,39.8,3.798,503.9,16.6,-76,5.19,0016c001f156c3ad
761,2026-05-01T16:00:11.378472000+00:00,dc87888964b32cea,Node1,35.25,76.33,3.688,0.0,0.0,-77,4.39,0016c001f156c3ad
2761,2026-05-01T15:59:53.614169000+00:00,dc87888964b32cec,AirNode2,16.0,46.06,3.811,1378.6,358.9,-83,5.13,0016c001f156c3ab
1760,2026-05-01T15:55:56.031198000+00:00,dc87888964b32ceb,AirNode1,36.29,40.09,3.799,499.0,20.9,-72,4.72,0016c001f156c3ad
760,2026-05-01T15:55:35.657355000+00:00,dc87888964b32cea,Node1,35.0,76.72,3.688,0.0,0.0,-75,6.94,0016c001f156c3ad
2760,2026-05-01T15:55:21.606946000+00:00,dc87888964b32cec,AirNode2,16.44,43.87,3.812,1361.5,370.6,-78,4.92,0016c001f156c3ab
2759,2026-05-01T15:51:50.967217000+00:00,dc87888964b32cec,AirNode2,16.43,43.13,3.812,1372.2,353.1,-75,3.25,0016c001f156c3ac
759,2026-05-01T15:51:11.040489000+00:00,dc87888964b32cea,Node1,35.18,76.06,3.688,0.0,0.0,-69,9.07,0016c001f156c3ac
1759,2026-05-01T15:50:58.807471000+00:00,dc87888964b32ceb,AirNode1,37.36,39.74,3.799,484.3,14.4,-73,6.07,0016c001f156c3ab
1758,2026-05-01T15:47:13.164391000+00:00,dc87888964b32ceb,AirNode1,37.28,38.35,3.799,456.1,0.0,-66,7.2,0016c001f156c3ad
758,2026-05-01T15:47:05.651409000+00:00,dc87888964b32cea,Node1,35.11,74.96,3.689,0.0,0.0,-70,6.83,0016c001f156c3ab
2758,2026-05-01T15:46:47.091504000+00:00,dc87888964b32cec,AirNode2,15.93,44.17,3.813,1384.6,348.2,-66,6.02,0016c001f156c3ab
2757,2026-05-01T15:42:58.403054000+00:00,dc87888964b32cec,AirNode2,15.45,43.69,3.813,1410.2,351.3,-74,6.06,0016c001f156c3ab
1757,2026-05-01T15:42:37.810284000+00:00,dc87888964b32ceb,AirNode1,37.12,38.21,3.799,448.5,0.0,-73,7.97,0016c001f156c3ac
757,2026-05-01T15:42:35.111959000+00:00,dc87888964b32cea,Node1,34.3,73.87,3.689,0.0,0.0,-75,8.27,0016c001f156c3ad
1756,2026-05-01T15:38:12.304131000+00:00,dc87888964b32ceb,AirNode1,36.9,37.19,3.8,400.0,1.3,-70,8.04,0016c001f156c3ab
756,2026-05-01T15:38:03.813463000+00:00,dc87888964b32cea,Node1,34.27,72.89,3.689,0.0,0.0,-79,4.31,0016c001f156c3ab
2756,2026-05-01T15:37:59.087142000+00:00,dc87888964b32cec,AirNode2,15.38,44.04,3.813,1380.7,351.9,-71,4.24,0016c001f156c3ad
2755,2026-05-01T15:34:21.561825000+00:00,dc87888964b32cec,AirNode2,15.91,44.63,3.814,1364.0,345.2,-73,4.34,0016c001f156c3ac
755,2026-05-01T15:34:14.550777000+00:00,dc87888964b32cea,Node1,34.2,71.67,3.689,0.0,0.0,-74,4.51,0016c001f156c3ac
1755,2026-05-01T15:34:12.807802000+00:00,dc87888964b32ceb,AirNode1,37.23,37.31,3.8,438.6,14.3,-65,7.46,0016c001f156c3ab
2754,2026-05-01T15:30:08.749834000+00:00,dc87888964b32cec,AirNode2,15.66,45.67,3.814,1337.5,370.1,-75,4.83,0016c001f156c3ac
754,2026-05-01T15:29:40.030948000+00:00,dc87888964b32cea,Node1,34.4,70.57,3.689,0.0,0.0,-73,5.18,0016c001f156c3ab
1754,2026-05-01T15:29:28.394232000+00:00,dc87888964b32ceb,AirNode1,37.44,36.74,3.8,445.4,17.5,-78,8.99,0016c001f156c3ac
2753,2026-05-01T15:25:15.751985000+00:00,dc87888964b32cec,AirNode2,15.68,43.14,3.815,1325.6,361.6,-65,4.89,0016c001f156c3ad
1753,2026-05-01T15:25:07.503310000+00:00,dc87888964b32ceb,AirNode1,37.12,37.66,3.801,466.3,23.6,-77,4.96,0016c001f156c3ac
753,2026-05-01T15:24:58.140177000+00:00,dc87888964b32cea,Node1,34.03,71.66,3.69,0.0,0.0,-79,4.96,0016c001f156c3ac
1752,2026-05-01T15:21:08.349635000+00:00,dc87888964b32ceb,AirNode1,36.91,38.72,3.801,488.7,33.7,-81,4.63,0016c001f156c3ad
2752,2026-05-01T15:21:03.736588000+00:00,dc87888964b32cec,AirNode2,15.63,44.93,3.815,1343.4,355.4,-83,6.4,0016c001f156c3ac
752,2026-05-01T15:20:54.808932000+00:00,dc87888964b32cea,Node1,33.81,73.36,3.69,0.0,0.0,-68,6.34,0016c001f156c3ad
2751,2026-05-01T15:16:39.115278000+00:00,dc87888964b32cec,AirNode2,16.0,44.17,3.815,1352.2,355.5,-64,6.18,0016c001f156c3ab
1751,2026-05-01T15:16:38.149265000+00:00,dc87888964b32ceb,AirNode1,36.75,38.91,3.801,476.5,50.3,-77,5.86,0016c001f156c3ab
751,2026-05-01T15:16:33.975386000+00:00,dc87888964b32cea,Node1,33.68,74.14,3.69,0.0,0.0,-77,7.41,0016c001f156c3ac
2750,2026-05-01T15:12:14.583193000+00:00,dc87888964b32cec,AirNode2,15.97,43.18,3.816,1349.7,353.5,-76,4.46,0016c001f156c3ac
1750,2026-05-01T15:12:12.803503000+00:00,dc87888964b32ceb,AirNode1,36.7,39.32,3.802,440.1,66.0,-84,8.6,0016c001f156c3ab
750,2026-05-01T15:12:11.408950000+00:00,dc87888964b32cea,Node1,33.44,75.41,3.69,0.0,0.0,-77,7.33,0016c001f156c3ac
1749,2026-05-01T15:08:35.739375000+00:00,dc87888964b32ceb,AirNode1,37.04,39.97,3.802,468.6,96.6,-75,6.94,0016c001f156c3ac
2749,2026-05-01T15:08:34.260818000+00:00,dc87888964b32cec,AirNode2,16.42,41.02,3.816,1327.6,330.0,-76,5.35,0016c001f156c3ad
749,2026-05-01T15:08:10.546795000+00:00,dc87888964b32cea,Node1,34.14,74.96,3.69,0.0,0.0,-75,5.39,0016c001f156c3ad
1748,2026-05-01T15:04:11.583818000+00:00,dc87888964b32ceb,AirNode1,36.62,40.28,3.802,430.5,94.7,-72,4.68,0016c001f156c3ab
2748,2026-05-01T15:03:41.593934000+00:00,dc87888964b32cec,AirNode2,16.06,40.51,3.816,1342.5,298.9,-83,5.61,0016c001f156c3ac
748,2026-05-01T15:03:29.883450000+00:00,dc87888964b32cea,Node1,33.84,74.98,3.69,0.0,0.0,-71,7.06,0016c001f156c3ad
747,2026-05-01T14:59:26.638392000+00:00,dc87888964b32cea,Node1,33.95,75.39,3.691,0.0,0.0,-77,5.43,0016c001f156c3ad
2747,2026-05-01T14:59:20.190684000+00:00,dc87888964b32cec,AirNode2,15.59,40.24,3.817,1422.1,294.1,-73,2.81,0016c001f156c3ad
1747,2026-05-01T14:59:08.381583000+00:00,dc87888964b32ceb,AirNode1,36.68,40.58,3.802,424.4,93.1,-64,6.36,0016c001f156c3ab
1746,2026-05-01T14:55:18.779354000+00:00,dc87888964b32ceb,AirNode1,36.36,38.23,3.802,400.0,64.9,-77,8.07,0016c001f156c3ab
746,2026-05-01T14:55:09.881144000+00:00,dc87888964b32cea,Node1,33.99,76.74,3.691,0.0,0.0,-70,7.05,0016c001f156c3ac
2746,2026-05-01T14:54:48.100397000+00:00,dc87888964b32cec,AirNode2,15.55,39.44,3.817,1454.2,277.2,-62,6.31,0016c001f156c3ac
2745,2026-05-01T14:51:08.564793000+00:00,dc87888964b32cec,AirNode2,15.68,40.41,3.817,1499.3,290.7,-72,8.13,0016c001f156c3ab
1745,2026-05-01T14:50:59.285360000+00:00,dc87888964b32ceb,AirNode1,36.3,39.19,3.802,400.0,65.9,-68,3.28,0016c001f156c3ab
745,2026-05-01T14:50:40.942450000+00:00,dc87888964b32cea,Node1,33.3,75.87,3.692,0.0,0.0,-76,4.01,0016c001f156c3ac
2744,2026-05-01T14:46:54.242805000+00:00,dc87888964b32cec,AirNode2,15.0,41.97,3.818,1513.7,274.8,-75,8.23,0016c001f156c3ad
744,2026-05-01T14:46:37.159092000+00:00,dc87888964b32cea,Node1,33.83,76.24,3.692,0.0,0.0,-75,3.9,0016c001f156c3ac
1744,2026-05-01T14:46:09.087750000+00:00,dc87888964b32ceb,AirNode1,36.1,41.21,3.803,400.0,80.3,-81,7.7,0016c001f156c3ac
743,2026-05-01T14:42:21.269184000+00:00,dc87888964b32cea,Node1,33.15,76.44,3.692,0.0,0.0,-73,7.44,0016c001f156c3ab
1743,2026-05-01T14:42:14.755366000+00:00,dc87888964b32ceb,AirNode1,35.69,42.82,3.803,424.5,87.8,-61,5.58,0016c001f156c3ad
2743,2026-05-01T14:42:06.402921000+00:00,dc87888964b32cec,AirNode2,15.0,43.1,3.818,1518.5,287.9,-69,6.56,0016c001f156c3ab
742,2026-05-01T14:38:22.749617000+00:00,dc87888964b32cea,Node1,33.12,76.42,3.692,0.0,0.0,-71,4.71,0016c001f156c3ad
2742,2026-05-01T14:38:12.732030000+00:00,dc87888964b32cec,AirNode2,15.54,44.82,3.818,1533.3,278.4,-69,7.14,0016c001f156c3ac
1742,2026-05-01T14:37:25.852133000+00:00,dc87888964b32ceb,AirNode1,35.85,43.19,3.804,418.7,95.0,-63,6.73,0016c001f156c3ad
2741,2026-05-01T14:34:03.443945000+00:00,dc87888964b32cec,AirNode2,15.31,46.28,3.819,1561.2,295.1,-75,6.2,0016c001f156c3ac
1741,2026-05-01T14:33:14.089790000+00:00,dc87888964b32ceb,AirNode1,36.94,43.76,3.804,408.0,107.9,-73,8.28,0016c001f156c3ac
741,2026-05-01T14:33:09.691981000+00:00,dc87888964b32cea,Node1,33.04,76.6,3.693,0.0,0.0,-75,6.95,0016c001f156c3ad
1740,2026-05-01T14:29:31.495014000+00:00,dc87888964b32ceb,AirNode1,36.44,46.46,3.804,435.8,111.5,-73,6.92,0016c001f156c3ab
740,2026-05-01T14:28:57.076331000+00:00,dc87888964b32cea,Node1,33.39,77.56,3.693,0.0,0.0,-76,6.65,0016c001f156c3ab
2740,2026-05-01T14:28:54.794048000+00:00,dc87888964b32cec,AirNode2,15.0,46.65,3.819,1506.0,283.0,-67,4.82,0016c001f156c3ac
2739,2026-05-01T14:25:13.344702000+00:00,dc87888964b32cec,AirNode2,15.0,46.68,3.819,1534.3,254.6,-79,8.04,0016c001f156c3ad
1739,2026-05-01T14:24:36.225636000+00:00,dc87888964b32ceb,AirNode1,36.52,46.44,3.804,451.7,97.5,-66,5.95,0016c001f156c3ac
739,2026-05-01T14:24:34.594939000+00:00,dc87888964b32cea,Node1,33.11,78.97,3.693,0.0,0.0,-79,6.37,0016c001f156c3ad
2738,2026-05-01T14:21:00.017455000+00:00,dc87888964b32cec,AirNode2,15.0,45.84,3.82,1506.7,248.7,-72,4.17,0016c001f156c3ab
738,2026-05-01T14:20:45.256091000+00:00,dc87888964b32cea,Node1,32.74,78.63,3.694,0.0,0.0,-79,5.88,0016c001f156c3ad
1738,2026-05-01T14:20:23.701526000+00:00,dc87888964b32ceb,AirNode1,36.69,46.75,3.804,444.2,111.0,-70,5.34,0016c001f156c3ac
737,2026-05-01T14:16:32.526456000+00:00,dc87888964b32cea,Node1,32.26,77.69,3.694,0.0,0.0,-81,4.79,0016c001f156c3ad
1737,2026-05-01T14:16:05.576781000+00:00,dc87888964b32ceb,AirNode1,36.08,47.39,3.805,400.0,110.9,-75,6.25,0016c001f156c3ab
2737,2026-05-01T14:16:02.282597000+00:00,dc87888964b32cec,AirNode2,15.0,45.24,3.82,1527.7,252.6,-72,3.55,0016c001f156c3ac
736,2026-05-01T14:12:26.247948000+00:00,dc87888964b32cea,Node1,32.26,77.52,3.694,0.0,0.0,-76,7.31,0016c001f156c3ab
1736,2026-05-01T14:11:59.092134000+00:00,dc87888964b32ceb,AirNode1,35.82,46.99,3.805,446.4,109.8,-75,4.09,0016c001f156c3ac
2736,2026-05-01T14:11:33.977868000+00:00,dc87888964b32cec,AirNode2,15.06,45.33,3.82,1478.3,228.9,-66,2.76,0016c001f156c3ad
1735,2026-05-01T14:08:07.115653000+00:00,dc87888964b32ceb,AirNode1,35.6,47.93,3.805,462.0,127.9,-72,5.68,0016c001f156c3ad
735,2026-05-01T14:07:49.748079000+00:00,dc87888964b32cea,Node1,32.16,78.5,3.694,0.0,0.0,-67,5.33,0016c001f156c3ab
2735,2026-05-01T14:07:29.872448000+00:00,dc87888964b32cec,AirNode2,15.0,44.1,3.82,1444.7,229.4,-71,8.02,0016c001f156c3ab
734,2026-05-01T14:03:04.764274000+00:00,dc87888964b32cea,Node1,32.18,78.27,3.695,0.0,0.0,-74,5.34,0016c001f156c3ac
1734,2026-05-01T14:03:04.540262000+00:00,dc87888964b32ceb,AirNode1,35.91,48.14,3.805,400.0,121.1,-73,6.54,0016c001f156c3ac
2734,2026-05-01T14:02:56.006061000+00:00,dc87888964b32cec,AirNode2,15.08,42.71,3.82,1446.3,220.4,-75,6.88,0016c001f156c3ad
1733,2026-05-01T13:59:15.104554000+00:00,dc87888964b32ceb,AirNode1,35.72,47.98,3.806,400.0,119.4,-84,4.94,0016c001f156c3ad
2733,2026-05-01T13:59:10.016454000+00:00,dc87888964b32cec,AirNode2,15.57,42.92,3.821,1430.5,218.4,-71,5.93,0016c001f156c3ad
733,2026-05-01T13:58:44.172334000+00:00,dc87888964b32cea,Node1,32.33,78.32,3.695,0.0,0.0,-80,6.81,0016c001f156c3ab
1732,2026-05-01T13:54:40.628367000+00:00,dc87888964b32ceb,AirNode1,35.67,48.37,3.806,413.5,121.0,-74,4.75,0016c001f156c3ac
732,2026-05-01T13:54:34.196246000+00:00,dc87888964b32cea,Node1,32.42,76.36,3.695,0.0,0.0,-81,8.86,0016c001f156c3ac
2732,2026-05-01T13:54:32.896244000+00:00,dc87888964b32cec,AirNode2,15.53,42.35,3.821,1398.5,205.8,-71,5.85,0016c001f156c3ac
731,2026-05-01T13:50:45.492993000+00:00,dc87888964b32cea,Node1,32.33,76.71,3.695,0.0,0.0,-69,7.34,0016c001f156c3ad
1731,2026-05-01T13:50:08.490564000+00:00,dc87888964b32ceb,AirNode1,35.25,49.05,3.806,400.0,155.0,-70,4.81,0016c001f156c3ad
2731,2026-05-01T13:49:56.852524000+00:00,dc87888964b32cec,AirNode2,15.41,41.8,3.821,1385.1,221.7,-74,6.32,0016c001f156c3ac
730,2026-05-01T13:46:15.694808000+00:00,dc87888964b32cea,Node1,32.9,75.2,3.695,0.0,0.0,-65,5.98,0016c001f156c3ab
2730,2026-05-01T13:46:10.354355000+00:00,dc87888964b32cec,AirNode2,15.94,42.5,3.821,1473.6,207.5,-73,6.08,0016c001f156c3ac
1730,2026-05-01T13:46:08.522629000+00:00,dc87888964b32ceb,AirNode1,35.6,49.08,3.807,424.2,154.3,-73,7.06,0016c001f156c3ad
1729,2026-05-01T13:41:53.892097000+00:00,dc87888964b32ceb,AirNode1,36.09,50.58,3.807,467.4,162.3,-76,6.88,0016c001f156c3ac
2729,2026-05-01T13:41:30.472642000+00:00,dc87888964b32cec,AirNode2,15.85,42.79,3.821,1502.2,211.9,-82,6.38,0016c001f156c3ac
729,2026-05-01T13:41:20.581931000+00:00,dc87888964b32cea,Node1,32.74,75.44,3.696,0.0,0.0,-77,6.43,0016c001f156c3ac
2728,2026-05-01T13:37:17.794164000+00:00,dc87888964b32cec,AirNode2,15.31,43.47,3.822,1436.3,202.9,-74,6.04,0016c001f156c3ac
728,2026-05-01T13:37:09.788217000+00:00,dc87888964b32cea,Node1,32.59,75.98,3.696,0.0,0.0,-71,5.93,0016c001f156c3ab
1728,2026-05-01T13:37:00.467048000+00:00,dc87888964b32ceb,AirNode1,36.08,50.13,3.807,478.8,171.8,-72,4.8,0016c001f156c3ac
1727,2026-05-01T13:32:48.009150000+00:00,dc87888964b32ceb,AirNode1,35.79,51.5,3.807,485.7,167.2,-76,5.62,0016c001f156c3ac
727,2026-05-01T13:32:40.184757000+00:00,dc87888964b32cea,Node1,32.97,76.33,3.696,0.0,0.0,-66,5.63,0016c001f156c3ac
2727,2026-05-01T13:32:40.165566000+00:00,dc87888964b32cec,AirNode2,15.37,42.9,3.822,1481.2,209.7,-75,7.53,0016c001f156c3ac
1726,2026-05-01T13:28:51.117196000+00:00,dc87888964b32ceb,AirNode1,36.33,51.61,3.807,418.8,181.9,-78,8.12,0016c001f156c3ab
2726,2026-05-01T13:28:41.372814000+00:00,dc87888964b32cec,AirNode2,15.31,41.62,3.822,1548.8,216.1,-73,5.95,0016c001f156c3ab
726,2026-05-01T13:28:24.104775000+00:00,dc87888964b32cea,Node1,32.65,74.98,3.696,0.0,0.0,-75,8.06,0016c001f156c3ab
725,2026-05-01T13:24:10.608891000+00:00,dc87888964b32cea,Node1,32.76,74.21,3.696,0.0,0.0,-72,6.08,0016c001f156c3ab
2725,2026-05-01T13:24:03.354646000+00:00,dc87888964b32cec,AirNode2,15.23,40.98,3.823,1594.6,238.9,-81,8.9,0016c001f156c3ab
1725,2026-05-01T13:23:59.703251000+00:00,dc87888964b32ceb,AirNode1,36.54,51.14,3.808,414.5,180.0,-78,3.44,0016c001f156c3ac
1724,2026-05-01T13:20:26.808083000+00:00,dc87888964b32ceb,AirNode1,36.81,51.18,3.808,423.6,172.7,-69,9.72,0016c001f156c3ad
724,2026-05-01T13:20:20.116214000+00:00,dc87888964b32cea,Node1,32.52,74.97,3.697,0.0,0.0,-74,7.16,0016c001f156c3ab
2724,2026-05-01T13:19:42.550039000+00:00,dc87888964b32cec,AirNode2,15.6,41.51,3.823,1606.2,242.8,-86,8.24,0016c001f156c3ab
723,2026-05-01T13:16:17.268067000+00:00,dc87888964b32cea,Node1,32.43,73.48,3.697,0.0,0.0,-83,5.72,0016c001f156c3ac
2723,2026-05-01T13:15:57.380958000+00:00,dc87888964b32cec,AirNode2,15.8,42.07,3.823,1554.5,256.8,-71,6.95,0016c001f156c3ac
1723,2026-05-01T13:15:20.510772000+00:00,dc87888964b32ceb,AirNode1,37.2,51.44,3.808,503.9,180.4,-75,6.85,0016c001f156c3ab
722,2026-05-01T13:11:34.420390000+00:00,dc87888964b32cea,Node1,32.33,74.18,3.698,0.0,0.0,-70,5.84,0016c001f156c3ac
2722,2026-05-01T13:11:25.886859000+00:00,dc87888964b32cec,AirNode2,15.6,42.62,3.823,1560.8,239.2,-84,8.63,0016c001f156c3ac
1722,2026-05-01T13:11:09.171654000+00:00,dc87888964b32ceb,AirNode1,37.32,52.08,3.809,519.1,197.8,-74,6.91,0016c001f156c3ad
721,2026-05-01T13:07:34.367659000+00:00,dc87888964b32cea,Node1,32.47,72.97,3.698,0.0,0.0,-81,6.6,0016c001f156c3ad
2721,2026-05-01T13:07:24.660054000+00:00,dc87888964b32cec,AirNode2,15.57,41.19,3.823,1532.9,212.5,-64,4.89,0016c001f156c3ac
1721,2026-05-01T13:07:13.996270000+00:00,dc87888964b32ceb,AirNode1,37.56,52.33,3.809,497.4,218.3,-77,8.1,0016c001f156c3ad
2720,2026-05-01T13:03:00.466440000+00:00,dc87888964b32cec,AirNode2,15.59,42.04,3.824,1566.8,188.5,-80,2.67,0016c001f156c3ac
1720,2026-05-01T13:02:53.152921000+00:00,dc87888964b32ceb,AirNode1,37.45,51.76,3.809,470.2,230.9,-72,6.5,0016c001f156c3ac
720,2026-05-01T13:02:26.707034000+00:00,dc87888964b32cea,Node1,32.22,72.2,3.698,0.0,0.0,-69,6.05,0016c001f156c3ab
2719,2026-05-01T12:59:03.370691000+00:00,dc87888964b32cec,AirNode2,15.67,42.99,3.824,1509.5,194.9,-76,6.39,0016c001f156c3ac
719,2026-05-01T12:58:25.737219000+00:00,dc87888964b32cea,Node1,32.89,73.16,3.698,0.0,0.0,-72,5.27,0016c001f156c3ab
1719,2026-05-01T12:58:09.242341000+00:00,dc87888964b32ceb,AirNode1,37.93,51.97,3.809,464.3,230.0,-77,6.56,0016c001f156c3ac
1718,2026-05-01T12:54:25.901945000+00:00,dc87888964b32ceb,AirNode1,38.15,51.53,3.81,525.4,233.5,-73,3.16,0016c001f156c3ab
2718,2026-05-01T12:54:20.043017000+00:00,dc87888964b32cec,AirNode2,16.26,44.26,3.824,1461.5,184.8,-78,5.77,0016c001f156c3ab
718,2026-05-01T12:54:10.093237000+00:00,dc87888964b32cea,Node1,33.52,73.83,3.698,0.0,0.0,-84,5.25,0016c001f156c3ad
2717,2026-05-01T12:50:24.234243000+00:00,dc87888964b32cec,AirNode2,16.17,43.78,3.825,1430.5,172.8,-72,5.79,0016c001f156c3ac
717,2026-05-01T12:50:17.310602000+00:00,dc87888964b32cea,Node1,33.84,73.43,3.698,0.0,0.0,-74,5.3,0016c001f156c3ad
1717,2026-05-01T12:49:44.055032000+00:00,dc87888964b32ceb,AirNode1,38.22,52.04,3.81,538.0,203.2,-62,8.19,0016c001f156c3ac
716,2026-05-01T12:45:53.292940000+00:00,dc87888964b32cea,Node1,33.81,73.5,3.699,0.0,0.0,-82,7.72,0016c001f156c3ac
1716,2026-05-01T12:45:17.985243000+00:00,dc87888964b32ceb,AirNode1,39.2,52.96,3.81,499.3,207.2,-75,7.25,0016c001f156c3ad
2716,2026-05-01T12:45:10.613922000+00:00,dc87888964b32cec,AirNode2,15.89,44.33,3.825,1402.5,191.4,-75,10.67,0016c001f156c3ad
1715,2026-05-01T12:41:26.177695000+00:00,dc87888964b32ceb,AirNode1,39.84,52.88,3.81,504.2,179.2,-75,3.98,0016c001f156c3ab
715,2026-05-01T12:41:19.272969000+00:00,dc87888964b32cea,Node1,33.65,73.26,3.699,0.0,0.0,-75,4.7,0016c001f156c3ab
2715,2026-05-01T12:41:11.484754000+00:00,dc87888964b32cec,AirNode2,16.49,45.11,3.825,1454.6,181.7,-79,4.51,0016c001f156c3ab
1714,2026-05-01T12:37:24.050809000+00:00,dc87888964b32ceb,AirNode1,39.68,52.94,3.811,509.5,210.0,-82,6.7,0016c001f156c3ac
714,2026-05-01T12:36:59.006903000+00:00,dc87888964b32cea,Node1,33.5,74.31,3.699,0.0,0.0,-79,4.97,0016c001f156c3ab
2714,2026-05-01T12:36:43.483447000+00:00,dc87888964b32cec,AirNode2,15.65,45.44,3.825,1427.5,159.8,-72,6.73,0016c001f156c3ab
713,2026-05-01T12:33:03.704407000+00:00,dc87888964b32cea,Node1,32.98,73.16,3.699,0.0,0.0,-75,4.29,0016c001f156c3ac
2713,2026-05-01T12:32:54.769537000+00:00,dc87888964b32cec,AirNode2,15.0,45.55,3.826,1380.7,161.3,-74,9.13,0016c001f156c3ab
1713,2026-05-01T12:32:44.654085000+00:00,dc87888964b32ceb,AirNode1,39.38,52.42,3.811,503.8,200.8,-80,4.91,0016c001f156c3ab
712,2026-05-01T12:28:31.067364000+00:00,dc87888964b32cea,Node1,33.05,74.1,3.699,0.0,0.0,-68,5.69,0016c001f156c3ac
1712,2026-05-01T12:28:30.972968000+00:00,dc87888964b32ceb,AirNode1,39.55,52.0,3.811,528.9,201.0,-69,6.75,0016c001f156c3ac
2712,2026-05-01T12:28:20.170142000+00:00,dc87888964b32cec,AirNode2,15.11,45.59,3.826,1401.8,172.4,-67,5.9,0016c001f156c3ad
1711,2026-05-01T12:24:22.109261000+00:00,dc87888964b32ceb,AirNode1,39.43,52.39,3.811,531.0,221.5,-74,4.14,0016c001f156c3ad
2711,2026-05-01T12:24:09.813895000+00:00,dc87888964b32cec,AirNode2,15.12,46.92,3.826,1352.8,172.1,-83,8.34,0016c001f156c3ab
711,2026-05-01T12:23:38.604607000+00:00,dc87888964b32cea,Node1,32.68,73.94,3.699,0.0,0.0,-75,4.42,0016c001f156c3ab
2710,2026-05-01T12:19:49.746537000+00:00,dc87888964b32cec,AirNode2,15.0,46.65,3.826,1308.6,156.3,-78,4.7,0016c001f156c3ad
1710,2026-05-01T12:19:30.421968000+00:00,dc87888964b32ceb,AirNode1,39.58,51.72,3.812,551.0,194.8,-74,5.46,0016c001f156c3ad
710,2026-05-01T12:19:17.946049000+00:00,dc87888964b32cea,Node1,33.24,73.78,3.7,0.0,0.0,-62,5.47,0016c001f156c3ac
1709,2026-05-01T12:15:39.333176000+00:00,dc87888964b32ceb,AirNode1,39.48,52.2,3.812,551.6,227.1,-80,6.81,0016c001f156c3ab
709,2026-05-01T12:15:33.829479000+00:00,dc87888964b32cea,Node1,32.99,71.55,3.7,0.0,0.0,-79,3.77,0016c001f156c3ac
2709,2026-05-01T12:15:12.610938000+00:00,dc87888964b32cec,AirNode2,15.01,46.47,3.826,1354.4,176.7,-79,6.69,0016c001f156c3ab
1708,2026-05-01T12:11:07.556711000+00:00,dc87888964b32ceb,AirNode1,39.67,50.18,3.813,572.0,204.4,-74,3.17,0016c001f156c3ab
